scode,sampname,lat,ns,long,ew,rectotal,spcount,GHI,BK,GD,BU,GN,horim_end,sum_WE,CWE,ocean,mainisl,smallisl,totalland,totalarea
1187,horim1187,32.916667,n,130.125,e,276,276,37,0,4,22,244,30,1.124493,0.00407425,123.8034141,307.7572304,0.591337586,308.348568,432.1519821
1188,horim1188,32.916667,n,130.375,e,157,157,25,0,1,10,144,9,0.479607,0.003054822,332.3998662,99.74400848,0.008107446,99.75211593,432.1519821
1189,horim1189,32.916667,n,130.625,e,213,213,24,0,1,14,196,13,0.986411,0.004631038,19.3632839,412.7886982,0,412.7886982,432.1519821
1190,horim1190,32.916667,n,130.875,e,159,159,38,0,2,14,141,18,0.504503,0.003172975,0,432.1519821,0,432.1519821,432.1519821
1191,horim1191,32.916667,n,131.125,e,175,175,32,0,1,16,156,22,0.671679,0.003838166,0,432.1519821,0,432.1519821,432.1519821
1192,horim1192,32.916667,n,131.375,e,202,202,48,0,2,26,169,35,0.740425,0.00366547,0,432.1519821,0,432.1519821,432.1519821
1193,horim1193,32.916667,n,131.625,e,101,101,24,0,0,8,91,9,0.258622,0.002560614,0,432.1519821,0,432.1519821,432.1519821
1194,horim1194,32.916667,n,131.875,e,163,163,33,0,1,15,145,14,0.601622,0.003690933,56.37121597,371.8890305,3.89173562,375.7807661,432.1519821
1195,horim1195,32.916667,n,132.125,e,161,161,35,0,2,13,145,10,0.590309,0.003666516,416.7291378,13.29260149,2.130242764,15.42284426,432.1519821
1196,horim1196,32.916667,n,132.375,e,171,171,23,0,0,13,155,9,0.627166,0.003667637,417.4454118,13.10803673,1.598533603,14.70657033,432.1519821
1197,horim1197,32.916667,n,132.625,e,206,206,33,0,1,20,183,18,0.795609,0.00386218,192.3266117,238.1966467,1.628723678,239.8253704,432.1519821
1198,horim1198,32.916667,n,132.875,e,193,193,39,0,2,19,169,20,0.730493,0.003784938,13.88138766,418.2705944,0,418.2705944,432.1519821
1199,horim1199,32.916667,n,133.125,e,18,18,50,0,0,3,15,1,0.076701,0.004261167,425.6134231,6.511565652,0.026993286,6.538558938,432.1519821
1200,horim1200,32.75,n,128.625,e,203,203,22,0,0,15,185,10,0.933451,0.004598281,335.5439918,0,97.40457235,97.40457235,432.9485642
1201,horim1201,32.75,n,128.875,e,174,174,27,0,0,16,156,11,0.795124,0.004569678,275.8888087,0,157.0597555,157.0597555,432.9485642
1202,horim1202,32.75,n,129.125,e,51,51,41,0,0,7,44,6,0.221072,0.004334745,426.7122371,0,6.236327033,6.236327033,432.9485642
1203,horim1203,32.75,n,129.625,e,89,89,23,0,1,4,83,4,0.347265,0.003901854,425.8322734,7.102770412,0.01352032,7.116290732,432.9485642
1204,horim1204,32.75,n,129.875,e,250,250,40,1,2,18,225,18,1.084498,0.004337992,156.5713542,271.7297119,4.647498024,276.3772099,432.9485642
1205,horim1205,32.75,n,130.125,e,93,93,45,0,2,8,82,7,0.32466,0.003490968,219.3572514,213.326136,0.265176723,213.5913127,432.9485642
1206,horim1206,32.75,n,130.375,e,234,234,38,0,2,24,205,27,1.321178,0.00564606,233.0596563,199.7428218,0.146086019,199.8889079,432.9485642
1207,horim1207,32.75,n,130.625,e,198,198,23,0,2,9,184,9,0.615108,0.003106606,162.1891201,270.0803282,0.679115859,270.7594441,432.9485642
1208,horim1208,32.75,n,130.875,e,158,158,17,0,0,9,147,10,0.448952,0.002841468,0,432.9485642,0,432.9485642,432.9485642
1209,horim1209,32.75,n,131.125,e,128,128,33,0,2,8,117,12,0.420639,0.003286242,0,432.9485642,0,432.9485642,432.9485642
1210,horim1210,32.75,n,131.375,e,253,253,54,1,2,30,214,40,1.469953,0.005810091,0,432.9485642,0,432.9485642,432.9485642
1211,horim1211,32.75,n,131.625,e,145,145,71,2,0,16,125,28,1.641858,0.011323159,0,432.9485642,0,432.9485642,432.9485642
1212,horim1212,32.75,n,131.875,e,187,187,34,0,2,15,168,12,1.761247,0.009418433,191.0431743,239.3044969,2.60089294,241.9053898,432.9485642
1213,horim1213,32.75,n,132.125,e,2,2,0,0,0,0,2,0,0.027632,0.013816,431.3561198,1.592444378,0,1.592444378,432.9485642
1214,horim1214,32.75,n,132.375,e,0,0,0,0,0,0,0,0,0,0,431.2146544,0,1.733909802,1.733909802,432.9485642
1215,horim1215,32.75,n,132.625,e,137,137,30,0,1,11,125,10,0.510517,0.003726402,365.2340019,56.67439329,11.04016893,67.71456222,432.9485642
1216,horim1216,32.75,n,132.875,e,217,217,22,0,0,16,198,14,0.869439,0.004006631,267.5253827,165.3582534,0.064928019,165.4231814,432.9485642
1217,horim1217,32.75,n,133.125,e,161,161,24,0,0,13,145,9,0.692934,0.004303938,421.9240342,11.01099949,0.013530434,11.02452992,432.9485642
1218,horim1218,32.583333,n,128.625,e,180,180,26,0,1,13,166,8,0.895371,0.004974283,352.9287013,0,80.81276557,80.81276557,433.7414669
1219,horim1219,32.583333,n,128.875,e,106,106,28,0,0,10,95,7,0.436788,0.004120642,370.2243674,0,63.51709948,63.51709948,433.7414669
1220,horim1220,32.583333,n,129.625,e,84,84,39,0,2,5,77,7,0.327714,0.003901357,432.0634178,1.442315425,0.235733675,1.6780491,433.7414669
1221,horim1221,32.583333,n,129.875,e,96,96,28,0,1,6,88,6,0.379897,0.00395726,380.8679075,49.07592243,3.797637001,52.87355943,433.7414669
1222,horim1222,32.583333,n,130.125,e,192,192,48,1,3,13,173,13,1.387124,0.007224604,309.7077776,66.97601092,57.05767839,124.0336893,433.7414669
1223,horim1223,32.583333,n,130.375,e,149,149,46,1,1,11,136,10,0.535045,0.003590906,335.1180616,29.50312217,69.12028313,98.62340529,433.7414669
1224,horim1224,32.583333,n,130.625,e,187,187,27,0,1,14,170,13,0.560265,0.00299607,113.1822453,317.9515973,2.607624254,320.5592216,433.7414669
1225,horim1225,32.583333,n,130.875,e,192,192,33,0,0,21,167,23,0.668634,0.003482469,0,433.7414669,0,433.7414669,433.7414669
1226,horim1226,32.583333,n,131.125,e,197,197,61,1,2,25,166,36,1.445914,0.007339665,0,433.7414669,0,433.7414669,433.7414669
1227,horim1227,32.583333,n,131.375,e,173,173,38,0,2,16,152,21,0.668874,0.003866324,0,433.7414669,0,433.7414669,433.7414669
1228,horim1228,32.583333,n,131.625,e,192,192,36,0,3,14,173,16,0.662684,0.003451479,50.5583365,383.1315912,0.051539167,383.1831304,433.7414669
1229,horim1229,32.583333,n,131.875,e,154,154,33,0,1,14,138,10,0.551291,0.003579812,418.3399744,12.73351384,2.667978603,15.40149244,433.7414669
1230,horim1230,32.416667,n,129.875,e,135,135,38,0,1,14,118,12,0.43854,0.003248444,426.2147087,0,8.315975897,8.315975897,434.5306846
1231,horim1231,32.416667,n,130.125,e,233,233,32,0,3,16,212,15,0.929508,0.003989305,78.61084438,0,355.9198402,355.9198402,434.5306846
1232,horim1232,32.416667,n,130.375,e,159,159,45,1,1,12,145,11,0.57889,0.003640818,233.6186731,2.437972552,198.4740389,200.9120115,434.5306846
1233,horim1233,32.416667,n,130.625,e,207,207,28,0,1,17,189,18,0.658781,0.003182517,66.40841909,367.8671622,0.255103235,368.1222655,434.5306846
1234,horim1234,32.416667,n,130.875,e,154,154,50,0,3,16,131,25,0.66896,0.004343896,0,434.5306846,0,434.5306846,434.5306846
1235,horim1235,32.416667,n,131.125,e,21,21,285,1,3,2,15,7,0.754018,0.035905619,0,434.5306846,0,434.5306846,434.5306846
1236,horim1236,32.416667,n,131.375,e,71,71,67,0,3,7,61,12,0.36775,0.005179578,0,434.5306846,0,434.5306846,434.5306846
1237,horim1237,32.416667,n,131.625,e,185,185,34,1,0,12,171,13,0.786799,0.004252968,154.8533878,279.1072043,0.57009251,279.6772968,434.5306846
1238,horim1238,32.416667,n,139.875,e,50,50,48,0,2,2,46,3,0.198538,0.00397076,428.5663969,0,5.964287636,5.964287636,434.5306846
1239,horim1239,32.25,n,129.875,e,145,145,54,1,2,11,130,9,0.567005,0.003910379,423.2302981,0,12.08591347,12.08591347,435.3162115
1240,horim1240,32.25,n,130.125,e,167,167,54,1,3,12,149,12,0.739253,0.004426665,206.8742468,0,228.4419648,228.4419648,435.3162115
1241,horim1241,32.25,n,130.375,e,119,119,30,0,1,9,107,8,0.422366,0.003549294,298.8611708,122.280353,14.17468778,136.4550408,435.3162115
1242,horim1242,32.25,n,130.625,e,200,200,29,0,1,16,179,16,0.683576,0.00341788,0,435.3162115,0,435.3162115,435.3162115
1243,horim1243,32.25,n,130.875,e,188,188,38,0,2,18,165,23,0.694164,0.003692362,0,435.3162115,0,435.3162115,435.3162115
1244,horim1244,32.25,n,131.125,e,222,222,78,2,5,23,185,37,1.730647,0.007795707,0,435.3162115,0,435.3162115,435.3162115
1245,horim1245,32.25,n,131.375,e,236,236,57,2,0,26,202,29,1.146793,0.004859292,0,435.3162115,0,435.3162115,435.3162115
1246,horim1246,32.25,n,131.625,e,105,105,40,1,0,5,98,6,0.463951,0.004418581,299.0500847,136.2171895,0.048937348,136.2661268,435.3162115
1247,horim1247,32.083333,n,128.375,e,22,22,163,1,0,3,18,2,0.13497,0.006135,432.4001642,0,3.697878,3.697878,436.0980422
1248,horim1248,32.083333,n,129.875,e,1,1,300,0,0,1,0,0,0.001887,0.001887,436.0054312,0,0.092610939,0.092610939,436.0980422
1249,horim1249,32.083333,n,130.125,e,129,129,63,1,3,9,115,10,0.748706,0.005803923,310.9922725,73.03528012,52.07048959,125.1057697,436.0980422
1250,horim1250,32.083333,n,130.375,e,225,225,30,0,2,16,202,17,0.916266,0.004072293,57.52381531,378.3753831,0.198843709,378.5742269,436.0980422
1251,horim1251,32.083333,n,130.625,e,138,138,17,0,0,8,126,6,0.653267,0.004733819,0,436.0980422,0,436.0980422,436.0980422
1252,horim1252,32.083333,n,130.875,e,206,206,62,2,1,21,178,27,1.037281,0.005035345,0,436.0980422,0,436.0980422,436.0980422
1253,horim1253,32.083333,n,131.125,e,89,89,51,0,2,9,77,8,0.258918,0.002909191,0,436.0980422,0,436.0980422,436.0980422
1254,horim1254,32.083333,n,131.375,e,139,139,41,1,1,7,130,8,0.753991,0.005424396,0.646504632,435.4515375,0,435.4515375,436.0980422
1255,horim1255,32.083333,n,131.625,e,116,116,15,0,0,6,109,4,0.332176,0.002863586,395.2068513,40.89119086,0,40.89119086,436.0980422
1256,horim1256,31.916667,n,128.375,e,71,71,67,1,1,4,65,2,0.387639,0.005459704,436.0058629,0,0.870307933,0.870307933,436.8761708
1257,horim1257,31.916667,n,129.875,e,166,166,95,3,5,10,145,12,0.840986,0.005066181,407.4242314,0,29.45193942,29.45193942,436.8761708
1258,horim1258,31.916667,n,130.125,e,93,93,54,1,1,5,86,7,0.41984,0.004514409,368.0064803,68.74138902,0.128301553,68.86969057,436.8761708
1259,horim1259,31.916667,n,130.375,e,231,231,37,0,3,19,203,23,1.0719,0.00464026,0,436.8761708,0,436.8761708,436.8761708
1260,horim1260,31.916667,n,130.625,e,114,114,21,0,0,8,104,8,0.602774,0.005287491,0,436.8761708,0,436.8761708,436.8761708
1261,horim1261,31.916667,n,130.875,e,246,246,77,3,3,26,208,34,3.557163,0.014460012,0,436.8761708,0,436.8761708,436.8761708
1262,horim1262,31.916667,n,131.125,e,125,125,51,1,1,9,112,8,0.553982,0.004431856,0,436.8761708,0,436.8761708,436.8761708
1263,horim1263,31.916667,n,131.375,e,166,166,32,1,1,6,156,7,0.718132,0.004326096,52.12710966,384.6780646,0.070996598,384.7490612,436.8761708
1264,horim1264,31.916667,n,139.875,e,0,0,0,0,0,0,0,0,0,0,436.8707079,0,0.005462894,0.005462894,436.8761708
1265,horim1265,31.75,n,129.625,e,197,197,68,2,4,14,174,14,1.904746,0.009668761,408.4972921,0,29.15329988,29.15329988,437.6505919
1266,horim1266,31.75,n,129.875,e,143,143,105,3,5,8,126,11,0.850326,0.005946336,402.8714378,0,34.77915414,34.77915414,437.6505919
1267,horim1267,31.75,n,130.125,e,167,167,43,1,2,9,154,9,0.942912,0.00564618,372.8363461,64.72126397,0.092981919,64.81424589,437.6505919
1268,horim1268,31.75,n,130.375,e,214,214,29,0,2,15,195,14,0.962315,0.004496799,17.78325525,419.7770273,0.090309346,419.8673367,437.6505919
1269,horim1269,31.75,n,130.625,e,223,223,46,1,4,13,202,14,0.994022,0.004457498,71.44876569,365.9445779,0.257248333,366.2018262,437.6505919
1270,horim1270,31.75,n,130.875,e,184,184,24,0,1,12,169,14,0.569979,0.003097712,21.36978241,416.2780727,0.002736795,416.2808095,437.6505919
1271,horim1271,31.75,n,131.125,e,102,102,15,0,0,5,94,6,0.269318,0.002640373,0,437.6505919,0,437.6505919,437.6505919
1272,horim1272,31.75,n,131.375,e,213,213,38,0,2,21,185,18,1.425066,0.006690451,55.30129612,382.2864177,0.062878138,382.3492958,437.6505919
1273,horim1273,31.583333,n,129.625,e,187,187,71,2,5,11,167,11,1.026879,0.005491332,413.478042,0,24.94325796,24.94325796,438.4213
1274,horim1274,31.583333,n,130.125,e,4,4,675,1,0,0,3,1,0.082391,0.02059775,438.4103352,0,0.010964763,0.010964763,438.4213
1275,horim1275,31.583333,n,130.375,e,241,241,42,1,2,19,216,18,1.105863,0.004588643,139.7467547,298.6745453,0,298.6745453,438.4213
1276,horim1276,31.583333,n,130.625,e,242,242,60,1,6,21,210,21,1.242465,0.005134153,204.4892105,233.515574,0.416515505,233.9320895,438.4213
1277,horim1277,31.583333,n,130.875,e,176,176,36,0,2,15,157,15,0.532685,0.003026619,56.9577134,381.4635866,0,381.4635866,438.4213
1278,horim1278,31.583333,n,131.125,e,87,87,52,1,0,6,78,5,0.943239,0.010841828,0,438.4213,0,438.4213,438.4213
1279,horim1279,31.583333,n,131.375,e,142,142,35,0,2,10,125,8,0.647051,0.004556697,139.3622027,296.6244165,2.434680797,299.0590973,438.4213
1280,horim1280,31.416667,n,129.625,e,5,5,540,1,0,0,4,2,0.084876,0.0169752,439.1416394,0,0.046649976,0.046649976,439.1882894
1281,horim1281,31.416667,n,130.125,e,214,214,63,2,4,14,189,15,1.204486,0.005628439,370.9361304,67.53260449,0.719554511,68.252159,439.1882894
1282,horim1282,31.416667,n,130.375,e,217,217,68,3,2,16,193,18,2.107326,0.00971118,42.35718782,396.8311016,0,396.8311016,439.1882894
1283,horim1283,31.416667,n,130.625,e,159,159,34,0,2,12,143,11,0.6291,0.003956604,348.4306445,90.73843713,0.019207784,90.75764491,439.1882894
1284,horim1284,31.416667,n,130.875,e,256,256,65,2,4,24,219,30,1.393252,0.005442391,27.98260409,411.1974459,0.008239411,411.2056853,439.1882894
1285,horim1285,31.416667,n,131.125,e,166,166,57,1,3,13,146,12,1.436999,0.008656621,260.3977967,176.3822098,2.408282877,178.7904927,439.1882894
1286,horim1286,31.416667,n,131.375,e,168,168,52,1,3,11,151,11,1.201294,0.00715056,286.264775,152.0729665,0.850547907,152.9235144,439.1882894
1287,horim1287,31.416667,n,140.125,e,0,0,0,0,0,0,0,0,0,0,439.1608455,0,0.027443956,0.027443956,439.1882894
1288,horim1288,31.25,n,129.375,e,35,35,102,1,0,3,31,2,0.183954,0.005255829,437.6540823,0,2.297472454,2.297472454,439.9515548
1289,horim1289,31.25,n,129.625,e,0,0,0,0,0,0,0,0,0,0,439.9460585,0,0.005496313,0.005496313,439.9515548
1290,horim1290,31.25,n,130.125,e,127,127,81,2,3,7,113,9,0.611283,0.004813252,406.1522991,33.67006587,0.129189859,33.79925573,439.9515548
1291,horim1291,31.25,n,130.375,e,125,125,75,2,1,10,111,9,1.479827,0.011838616,216.3883152,223.5137476,0.049492033,223.5632396,439.9515548
1292,horim1292,31.25,n,130.625,e,243,243,60,2,4,18,213,20,1.196775,0.004925,230.3330365,209.0054771,0.613041194,209.6185183,439.9515548
1293,horim1293,31.25,n,130.875,e,238,238,84,4,3,21,205,22,1.476031,0.006201811,58.09207642,381.8594784,0,381.8594784,439.9515548
1294,horim1294,31.25,n,131.125,e,231,231,55,2,2,18,205,18,1.030823,0.004462437,323.8707987,116.0614993,0.019256774,116.0807561,439.9515548
1295,horim1295,31.083333,n,129.375,e,31,31,125,1,1,1,28,2,0.220981,0.007128419,440.6918192,0,0.019271408,0.019271408,440.7110906
1296,horim1296,31.083333,n,130.625,e,224,224,90,4,6,13,198,17,1.322459,0.005903835,374.506951,66.17107207,0.033067552,66.20413962,440.7110906
1297,horim1297,31.083333,n,130.875,e,241,241,99,5,5,18,208,24,1.56178,0.006480415,271.0746493,169.6364414,0,169.6364414,440.7110906
1298,horim1298,30.916667,n,129.375,e,14,14,21,0,0,1,13,0,0.062437,0.004459786,440.8981015,0,0.568790098,0.568790098,441.4668916
1299,horim1299,30.916667,n,129.875,e,91,91,79,1,2,8,76,8,0.492493,0.005412011,437.4297534,0,4.037138135,4.037138135,441.4668916
1300,horim1300,30.916667,n,130.625,e,24,24,482,3,3,1,16,6,0.324968,0.013540333,440.5764037,0.769177333,0.121310472,0.890487805,441.4668916
1301,horim1301,30.916667,n,131.125,e,1,1,0,0,0,0,1,0,0.001175,0.001175,441.4061387,0,0.060752865,0.060752865,441.4668916
1302,horim1302,30.75,n,129.375,e,14,14,0,0,0,0,14,0,0.048556,0.003468286,442.1250554,0,0.093896724,0.093896724,442.2189521
1303,horim1303,30.75,n,129.875,e,97,97,171,4,4,7,81,12,0.57791,0.005957835,430.8734482,0,11.34550396,11.34550396,442.2189521
1304,horim1304,30.75,n,130.125,e,0,0,0,0,0,0,0,0,0,0,442.2078963,0,0.011055841,0.011055841,442.2189521
1305,horim1305,30.75,n,130.375,e,67,67,89,2,0,2,63,4,0.326013,0.004865866,426.2948664,0,15.92408574,15.92408574,442.2189521
1306,horim1306,30.75,n,130.875,e,160,160,87,3,3,10,142,10,1.917018,0.011981363,412.8723364,0,29.34661578,29.34661578,442.2189521
1307,horim1307,30.75,n,131.125,e,218,218,85,4,5,10,196,12,1.454772,0.006673266,331.5477517,0,110.6712005,110.6712005,442.2189521
1308,horim1308,30.583333,n,130.875,e,203,203,73,3,4,10,183,13,1.199487,0.005908803,343.1551707,0,99.81209638,99.81209638,442.9672671
1309,horim1309,30.583333,n,131.125,e,203,203,97,5,4,8,183,11,1.289762,0.006353507,382.0252448,0,60.94202226,60.94202226,442.9672671
1310,horim1310,30.416667,n,130.125,e,147,147,67,2,2,9,133,8,0.714442,0.00486015,410.6313016,0,33.08052944,33.08052944,443.711831
1311,horim1311,30.416667,n,130.375,e,268,268,258,22,3,18,218,38,8.784954,0.032779679,334.0601498,0,109.6516812,109.6516812,443.711831
1312,horim1312,30.416667,n,130.625,e,271,271,207,17,3,21,223,35,6.848617,0.025271649,287.4698201,0,156.2420109,156.2420109,443.711831
1313,horim1313,30.416667,n,130.875,e,206,206,96,5,4,8,186,13,1.70452,0.008274369,291.0297346,0,152.6820964,152.6820964,443.711831
1314,horim1314,30.416667,n,140.375,e,21,21,42,0,1,0,20,1,0.137084,0.00652781,438.9228289,0,4.789002077,4.789002077,443.711831
1315,horim1315,30.25,n,130.375,e,266,266,166,12,5,20,221,26,4.470468,0.016806271,350.9461815,0,93.50645714,93.50645714,444.4526386
1316,horim1316,30.25,n,130.625,e,302,302,260,24,6,20,242,40,10.667203,0.035321864,296.5495323,0,147.9031063,147.9031063,444.4526386
1317,horim1317,30.083333,n,129.875,e,37,37,186,2,1,2,32,3,0.769954,0.020809568,444.9975413,0,0.192143451,0.192143451,445.1896848
1318,horim1318,30.083333,n,130.125,e,1,1,0,0,0,0,1,0,0.009009,0.009009,445.1813335,0,0.008351287,0.008351287,445.1896848
1319,horim1319,29.916667,n,129.625,e,96,96,189,5,3,6,81,9,0.636433,0.00662951,441.4629137,0,4.460050447,4.460050447,445.9229641
1320,horim1320,29.916667,n,129.875,e,154,154,114,4,3,12,131,13,1.647522,0.010698195,408.6662257,0,37.25673845,37.25673845,445.9229641
1321,horim1321,29.75,n,129.625,e,16,16,56,0,1,0,15,1,0.079992,0.0049995,444.3953949,0,2.257076656,2.257076656,446.6524715
1322,horim1322,29.75,n,129.875,e,106,106,122,3,3,6,91,8,0.764666,0.00721383,436.2948869,0,10.3575846,10.3575846,446.6524715
1323,horim1323,29.75,n,140.375,e,0,0,0,0,0,0,0,0,0,0,446.6468905,0,0.005580985,0.005580985,446.6524715
1324,horim1324,29.583333,n,129.625,e,123,123,148,5,2,9,105,10,0.795125,0.006464431,419.8396846,0,27.53851717,27.53851717,447.3782018
1325,horim1325,29.416667,n,129.625,e,127,127,180,6,5,6,108,11,1.025607,0.008075646,440.5973134,0,7.502836449,7.502836449,448.1001499
1326,horim1326,29.25,n,129.375,e,76,76,185,4,2,5,65,6,0.637784,0.008391895,447.5304068,0,1.287903784,1.287903784,448.8183106
1327,horim1327,29.083333,n,129.125,e,145,145,135,5,4,7,126,9,1.277473,0.008810159,442.3807616,0,7.151917288,7.151917288,449.5326789
1328,horim1328,28.75,n,128.875,e,48,48,168,2,1,6,39,6,0.276598,0.005762458,448.7948306,0,2.15518752,2.15518752,450.9500181
1329,horim1329,28.75,n,129.125,e,0,0,0,0,0,0,0,0,0,0,449.8796042,0,1.070413962,1.070413962,450.9500181
1330,horim1330,28.583333,n,129.625,e,141,141,254,11,4,5,117,14,1.532272,0.010867177,445.5656697,0,6.087309451,6.087309451,451.6529791
1331,horim1331,28.416667,n,129.375,e,237,237,228,16,7,10,197,24,3.345206,0.014114793,369.2728129,0,83.07931484,83.07931484,452.3521278
1332,horim1332,28.416667,n,129.625,e,249,249,249,19,7,11,207,27,4.173673,0.016761739,268.4397276,0,183.9124002,183.9124002,452.3521278
1333,horim1333,28.416667,n,129.875,e,191,191,184,10,6,8,165,16,2.182093,0.011424571,447.4435907,0,4.908537039,4.908537039,452.3521278
1334,horim1334,28.416667,n,130.125,e,191,191,184,10,6,8,165,16,2.182093,0.011424571,439.2914104,0,13.06071743,13.06071743,452.3521278
1335,horim1335,28.25,n,129.125,e,210,210,272,17,8,11,171,26,3.567195,0.016986643,390.0269411,0,63.02051805,63.02051805,453.0474592
1336,horim1336,28.25,n,129.375,e,282,282,262,22,10,12,230,31,9.841446,0.034898745,106.4320532,0,346.6154059,346.6154059,453.0474592
1337,horim1337,28.25,n,129.625,e,203,203,230,14,5,11,168,20,2.951725,0.014540517,436.2072258,0,16.84023341,16.84023341,453.0474592
1338,horim1338,28.25,n,129.875,e,191,191,184,10,6,8,165,16,2.182093,0.011424571,413.7821762,0,39.26528299,39.26528299,453.0474592
1339,horim1339,28.25,n,130.125,e,191,191,184,10,6,8,165,16,2.182093,0.011424571,451.870364,0,1.17709518,1.17709518,453.0474592
1340,horim1340,28.083333,n,129.125,e,215,215,233,15,7,9,181,21,3.036526,0.014123377,407.288175,0,46.45079337,46.45079337,453.7389684
1341,horim1341,28.083333,n,129.375,e,212,212,229,14,8,10,177,24,3.229723,0.015234543,380.2267473,0,73.51222109,73.51222109,453.7389684
1342,horim1342,27.916667,n,128.125,e,6,6,450,1,0,0,5,1,0.059346,0.009891,451.9290684,0,2.49758223,2.49758223,454.4266507
1343,horim1343,27.916667,n,128.875,e,247,247,275,21,7,11,202,28,5.25968,0.021294251,408.2531885,0,46.17346214,46.17346214,454.4266507
1344,horim1344,27.916667,n,129.375,e,0,0,0,0,0,0,0,0,0,0,454.3216415,0,0.105009188,0.105009188,454.4266507
1345,horim1345,27.75,n,128.875,e,280,280,267,23,8,11,229,30,5.865063,0.020946654,282.421288,0,172.6892132,172.6892132,455.1105011
1346,horim1346,27.75,n,129.125,e,190,190,228,13,6,8,161,18,2.577341,0.013564953,429.2398706,0,25.87063051,25.87063051,455.1105011
1347,horim1347,27.75,n,142.125,e,6,6,1350,3,0,0,3,3,0.757042,0.126173667,452.1390536,0,2.971447513,2.971447513,455.1105011
1348,horim1348,27.583333,n,128.875,e,68,68,268,6,1,3,57,8,0.996427,0.014653338,452.7445965,0,3.045918509,3.045918509,455.790515
1349,horim1349,27.583333,n,142.125,e,13,13,623,3,0,0,10,2,0.774509,0.059577615,454.195861,0,1.59465401,1.59465401,455.790515
1350,horim1350,27.416667,n,128.625,e,238,238,223,16,7,9,202,22,3.229918,0.013571084,365.6354764,0,90.83121118,90.83121118,456.4666875
1351,horim1351,27.416667,n,142.125,e,7,7,771,2,0,0,5,0,0.63919,0.091312857,455.7111635,0,0.75552404,0.75552404,456.4666875
1352,horim1352,27.25,n,128.625,e,8,8,1012,3,0,0,5,3,0.154731,0.019341375,454.475205,0,2.663809046,2.663809046,457.139014
1353,horim1353,27.25,n,140.875,e,1,1,2700,1,0,0,0,1,0.125,0.125,456.8275681,0,0.311445978,0.311445978,457.139014
1354,horim1354,27.25,n,142.125,e,0,0,0,0,0,0,0,0,0,0,455.3064101,0,1.832603892,1.832603892,457.139014
1355,horim1355,27.083333,n,127.875,e,169,169,156,7,5,8,145,12,1.750443,0.010357651,439.6317603,0,18.17572949,18.17572949,457.8074898
1356,horim1356,27.083333,n,128.125,e,102,102,154,4,3,6,86,7,1.104666,0.010830059,455.5126766,0,2.294813147,2.294813147,457.8074898
1357,horim1357,27.083333,n,128.375,e,152,152,215,10,3,8,128,13,1.697964,0.011170816,437.3155221,0,20.49196764,20.49196764,457.8074898
1358,horim1358,27.083333,n,142.125,e,35,35,668,8,2,0,25,7,3.791749,0.108335686,421.2869116,0,36.5205782,36.5205782,457.8074898
1359,horim1359,27.083333,n,142.375,e,1,1,0,0,0,0,1,0,0.022727,0.022727,457.7674333,0,0.040056482,0.040056482,457.8074898
1360,horim1360,26.916667,n,127.875,e,112,112,177,6,2,5,97,8,1.248604,0.01114825,441.9695652,0,16.50254488,16.50254488,458.4721101
1361,horim1361,26.916667,n,128.125,e,2,2,1350,1,0,0,1,1,0.057632,0.028816,458.036337,0,0.435773158,0.435773158,458.4721101
1362,horim1362,26.916667,n,128.375,e,115,115,195,6,4,7,95,11,2.767878,0.024068504,446.6363849,0,11.8357252,11.8357252,458.4721101
1363,horim1363,26.75,n,127.875,e,223,223,172,10,9,9,191,17,3.230197,0.014485188,395.9524144,0,63.18045603,63.18045603,459.1328704
1364,horim1364,26.75,n,128.125,e,214,214,237,15,7,7,177,19,4.260255,0.019907734,329.2999494,0,129.832921,129.832921,459.1328704
1365,horim1365,26.75,n,128.375,e,169,169,221,11,5,7,141,17,2.553001,0.015106515,348.691651,0,110.4412194,110.4412194,459.1328704
1366,horim1366,26.75,n,142.125,e,10,10,1080,4,0,0,6,4,1.107267,0.1107267,449.7844094,0,9.348461064,9.348461064,459.1328704
1367,horim1367,26.583333,n,126.875,e,1,1,0,0,0,0,1,0,0.001984,0.001984,459.749537,0,0.040229132,0.040229132,459.7897661
1368,horim1368,26.583333,n,127.125,e,106,106,262,8,5,4,87,8,1.393084,0.013142302,452.168778,0,7.620988125,7.620988125,459.7897661
1369,horim1369,26.583333,n,127.875,e,232,232,206,14,7,9,197,20,3.402429,0.014665642,323.8438248,0,135.9459413,135.9459413,459.7897661
1370,horim1370,26.583333,n,128.125,e,189,189,215,12,5,9,158,18,3.282427,0.017367339,230.0670918,0,229.7226743,229.7226743,459.7897661
1371,horim1371,26.583333,n,128.375,e,127,127,179,7,2,5,110,10,1.635006,0.012874063,456.7427251,0,3.047041015,3.047041015,459.7897661
1372,horim1372,26.583333,n,142.125,e,25,25,720,6,2,0,17,5,3.462728,0.13850912,443.0985326,0,16.6912335,16.6912335,459.7897661
1373,horim1373,26.416667,n,126.625,e,188,188,210,12,5,7,161,17,2.768109,0.014723984,449.1966939,0,11.2460987,11.2460987,460.4427926
1374,horim1374,26.416667,n,126.875,e,242,242,202,14,9,8,207,20,3.849559,0.015907269,426.9081235,0,33.53466908,33.53466908,460.4427926
1375,horim1375,26.416667,n,127.125,e,128,128,221,9,2,6,109,13,1.688779,0.013193586,456.7201111,0,3.722681476,3.722681476,460.4427926
