tag,del,spnumber,taxstat,family,species,genus,sp1,author1,rank1,sp2,author2,rank2,sp3,author3,hybrid,spquick,star,star_geo,star_geod,star_geou,star_infa,star_infs,tdwgtotals,origin,kew_fam,apg_fam,apg_order,moss
"*"," ",9876,"acc","Urticaceae","Oreocnide fruticosa (Gaudich.) Hand.-Mazz.","Oreocnide","fruticosa","(Gaudich.) Hand.-Mazz.","","","","","",""," ","OREFRU","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9877,"acc","Urticaceae","Oreocnide x intermedia (Hatus.) Tateishi","Oreocnide","x intermedia","(Hatus.) Tateishi","","","","","",""," ","OREXI","hyb","hyb","hyb","hyb","hyb","hyb",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9878,"acc","Urticaceae","Debregeasia orientalis C.J.Chen","Debregeasia","orientalis","C.J.Chen","","","","","",""," ","DEBORI","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9879,"acc","Urticaceae","Gonostegia hirta (Blume) Miq.","Gonostegia","hirta","(Blume) Miq.","","","","","",""," ","GONHIR","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9880,"acc","Urticaceae","Pouzolzia zeylanica (L.) Benn.","Pouzolzia","zeylanica","(L.) Benn.","","","","","",""," ","POUZEY","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9881,"acc","Urticaceae","Pipturus arborescens (Link) C.B.Rob.","Pipturus","arborescens","(Link) C.B.Rob.","","","","","",""," ","PIPARB","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9882,"acc","Urticaceae","Parietaria micrantha Ledeb.","Parietaria","micrantha","Ledeb.","","","","","",""," ","PARMIC","?!","?","?","?","?","?",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9883,"acc","Urticaceae","Parietaria micrantha Ledeb. var. micrantha","Parietaria","micrantha","Ledeb.","var.","micrantha","","","",""," ","PARMIC1","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9884,"acc","Urticaceae","Parietaria micrantha Ledeb. var. coreana (Nakai) H. Hara","Parietaria","micrantha","Ledeb.","var.","coreana","(Nakai) H. Hara","","",""," ","PARMIC2","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9885,"acc","PROTEACEAE","Helicia cochinchinensis Lour.","Helicia","cochinchinensis","Lour.","","","","","",""," ","HELCOC","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Proteaceae","Proteaceae","Proteales",""
"*"," ",9886,"acc","Olacaceae","Schoepfia jasminodora Siebold et Zucc.","Schoepfia","jasminodora","Siebold et Zucc.","","","","","",""," ","SCHJAS","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Olacaceae","Olacaceae","Santalales",""
"*"," ",9887,"acc","Santalaceae","Thesium chinense Turcz.","Thesium","chinense","Turcz.","","","","","",""," ","THECHI","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Santalaceae","Santalaceae","Santalales",""
"*"," ",9888,"acc","Santalaceae","Thesium refractum C.A.Mey.","Thesium","refractum","C.A.Mey.","","","","","",""," ","THEREF","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Santalaceae","Santalaceae","Santalales",""
"*"," ",9889,"acc","Santalaceae","Buckleya lanceolata (Siebold et Zucc.) Miq.","Buckleya","lanceolata","(Siebold et Zucc.) Miq.","","","","","",""," ","BUCLAN","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Santalaceae","Santalaceae","Santalales",""
"*"," ",9890,"acc","Santalaceae","Santalum boninense (Nakai) Tuyama","Santalum","boninense","(Nakai) Tuyama","","","","","",""," ","SANBON","BK","BK","BK","BK","BK","BK",0,"Flora of Japan IIa","Santalaceae","Santalaceae","Santalales",""
"*"," ",9891,"acc","Loranthaceae","Loranthus tanakae Franch. et Sav.","Loranthus","tanakae","Franch. et Sav.","","","","","",""," ","LORTAN","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Loranthaceae","Loranthaceae","Santalales",""
"*"," ",9892,"acc","Loranthaceae","Taxillus kaempferi (DC.) Danser","Taxillus","kaempferi","(DC.) Danser","","","","","",""," ","TAXKAE","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Loranthaceae","Loranthaceae","Santalales",""
"*"," ",9893,"acc","Loranthaceae","Taxillus yadoriki (Siebold ex Maxim.) Danser","Taxillus","yadoriki","(Siebold ex Maxim.) Danser","","","","","",""," ","TAXYAD","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Loranthaceae","Loranthaceae","Santalales",""
"*"," ",9894,"acc","Loranthaceae","Taxillus lonicerifolius (Hayata) S.T.Chiu","Taxillus","lonicerifolius","(Hayata) S.T.Chiu","","","","","",""," ","TAXLON","GD","GD","GD","GD","GD","GD",0,"Flora of Japan IIa","Loranthaceae","Loranthaceae","Santalales",""
"*"," ",9895,"acc","Loranthaceae","Korthalsella japonica (Thunb.Engl.)","Korthalsella","japonica","(Thunb.Engl.)","","","","","",""," ","KORJAP","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Viscaceae","Santalaceae","Santalales",""
"*"," ",9896,"acc","Balanophoraceae","Balanophora yakushimensis Hatus. et Masam.","Balanophora","yakushimensis","Hatus. et Masam.","","","","","",""," ","BALYAK","BK","BK","BK","BK","BK","BK",0,"Flora of Japan IIa","Balanophoraceae","Balanophoraceae","UnplacedEudicot",""
"*"," ",9897,"acc","Balanophoraceae","Balanophora japonica Makino","Balanophora","japonica","Makino","","","","","",""," ","BALJAP","BU","BU","BU","BU","BU","BU",0,"Flora of Japan IIa","Balanophoraceae","Balanophoraceae","UnplacedEudicot",""
"*"," ",9898,"acc","Balanophoraceae","Balanophora nipponica Makino","Balanophora","nipponica","Makino","","","","","",""," ","BALNIP","BU","BU","BU","BU","BU","BU",0,"Flora of Japan IIa","Balanophoraceae","Balanophoraceae","UnplacedEudicot",""
"*"," ",9899,"acc","Balanophoraceae","Balanophora fungosa J.R.Forst. et G.Forst.","Balanophora","fungosa","J.R.Forst. et G.Forst.","","","","","",""," ","BALFUN","?","?","?","?","?","?",0,"Flora of Japan IIa","Balanophoraceae","Balanophoraceae","UnplacedEudicot",""
"*"," ",9900,"acc","Balanophoraceae","Balanophora fungosa J.R.Forst. et G.Forst. subsp. fungosa","Balanophora","fungosa","J.R.Forst. et G.Forst.","subsp.","fungosa","","","",""," ","BALFUN1","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Balanophoraceae","Balanophoraceae","UnplacedEudicot",""
"*"," ",9901,"acc","Balanophoraceae","Balanophora tobiracola Makino","Balanophora","tobiracola","Makino","","","","","",""," ","BALTOB","GD","GD","GD","GD","GD","GD",0,"Flora of Japan IIa","Balanophoraceae","Balanophoraceae","UnplacedEudicot",""
"*"," ",9902,"acc","Polygonaceae","Rumex acetosella L.","Rumex","acetosella","L.","","","","","",""," ","RUMACE","?","?","?","?","?","?",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9903,"acc","Polygonaceae","Rumex acetosella L. subsp. pyrenaicus (Pourr. ex Lapeyr.) Akeroyd","Rumex","acetosella","L.","subsp.","pyrenaicus","(Pourr. ex Lapeyr.) Akeroyd","","",""," ","RUMACE1","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9904,"acc","Polygonaceae","Rumex acetosella L. subsp. acctosella","Rumex","acetosella","L.","subsp.","acctosella","","","",""," ","RUMACE2","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9905,"acc","Polygonaceae","Rumex acetosa L.","Rumex","acetosa","L.","","","","","",""," ","RUMACE3","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9906,"acc","Polygonaceae","Rumex alpestris Jacq.","Rumex","alpestris","Jacq.","","","","","",""," ","RUMALP","?","?","?","?","?","?",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9907,"acc","Polygonaceae","Rumex alpestris Jacq. subsp. lapponicus (Hiitonen) Jalas","Rumex","alpestris","Jacq.","subsp.","lapponicus","(Hiitonen) Jalas","","",""," ","RUMALP1","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9908,"acc","Polygonaceae","Rumex nepalensis Spreng. subsp. andreaeanus (Makino) Yonek.","Rumex","nepalensis","Spreng.","subsp.","andreaeanus","(Makino) Yonek.","","",""," ","RUMNEP","BK","BK","BK","BK","GD","BK",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9909,"acc","Polygonaceae","Rumex brownii Campd.","Rumex","brownii","Campd.","","","","","",""," ","RUMBRO","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9910,"acc","Polygonaceae","Rumex japonicus Houtt.","Rumex","japonicus","Houtt.","","","","","",""," ","RUMJAP","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9911,"acc","Polygonaceae","Rumex crispus L.","Rumex","crispus","L.","","","","","",""," ","RUMCRI","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9912,"acc","Polygonaceae","Rumex conglomeratus Murray","Rumex","conglomeratus","Murray","","","","","",""," ","RUMCON","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9913,"acc","Polygonaceae","Rumex sanguineus L.","Rumex","sanguineus","L.","","","","","",""," ","RUMSAN","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9914,"acc","Polygonaceae","Rumex obtusifolius L.;","Rumex","obtusifolius","L.;","","","","","",""," ","RUMOBT","?","?","?","?","?","?",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9915,"acc","Polygonaceae","Rumex obtusifolius L. subsp. obtusifoiius","Rumex","obtusifolius","L.","subsp.","obtusifoiius","","","",""," ","RUMOBT1","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9916,"acc","Polygonaceae","Rumex pulcher L.","Rumex","pulcher","L.","","","","","",""," ","RUMPUL","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9917,"acc","Polygonaceae","Rumex madaio Makino","Rumex","madaio","Makino","","","","","",""," ","RUMMAD","BU","BU","BU","BU","BU","BU",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9918,"acc","Polygonaceae","Rumex longifolius DC.","Rumex","longifolius","DC.","","","","","",""," ","RUMLON","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9919,"acc","Polygonaceae","Rumex dentatus L.","Rumex","dentatus","L.","","","","","",""," ","RUMDEN","?","?","?","?","?","?",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9920,"acc","Polygonaceae","Rumex maritimus L.","Rumex","maritimus","L.","","","","","",""," ","RUMMAR","?","?","?","?","?","?",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9921,"acc","Polygonaceae","Rumex maritimus L. var. maritimus","Rumex","maritimus","L.","var.","maritimus","","","",""," ","RUMMAR1","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9922,"acc","Polygonaceae","Rumex trisetifer Stokes","Rumex","trisetifer","Stokes","","","","","",""," ","RUMTRI","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9923,"acc","Polygonaceae","Rumex x abortivus Ruhmer","Rumex","x abortivus","Ruhmer","","","","","",""," ","RUMXA","hyb","hyb","hyb","hyb","hyb","hyb",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9924,"acc","Polygonaceae","Rumex x autranianus Freyn et Sint.","Rumex","x autranianus","Freyn et Sint.","","","","","",""," ","RUMXA1","hyb","hyb","hyb","hyb","hyb","hyb",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9925,"acc","Polygonaceae","Rumex x hybridus Kindb.","Rumex","x hybridus","Kindb.","","","","","",""," ","RUMXH","hyb","hyb","hyb","hyb","hyb","hyb",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9926,"acc","Polygonaceae","Rumex x ogulinensis V.Borbas","Rumex","x ogulinensis","V.Borbas","","","","","",""," ","RUMXO","hyb","hyb","hyb","hyb","hyb","hyb",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9927,"acc","Polygonaceae","Rumex x oryzetorum Rech.f.","Rumex","x oryzetorum","Rech.f.","","","","","",""," ","RUMXO1","hyb","hyb","hyb","hyb","hyb","hyb",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9928,"acc","Polygonaceae","Rumex x pratensis Mert. et W.D.J.Koch","Rumex","x pratensis","Mert. et W.D.J.Koch","","","","","",""," ","RUMXP","hyb","hyb","hyb","hyb","hyb","hyb",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9929,"acc","Polygonaceae","Rumex x propinquus Aresch.","Rumex","x propinquus","Aresch.","","","","","",""," ","RUMXP1","hyb","hyb","hyb","hyb","hyb","hyb",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9930,"acc","Polygonaceae","Rumex x schulzei Hausskn.","Rumex","x schulzei","Hausskn.","","","","","",""," ","RUMXS","hyb","hyb","hyb","hyb","hyb","hyb",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9931,"acc","Polygonaceae","Oxyria digyna (L.) Hill","Oxyria","digyna","(L.) Hill","","","","","",""," ","OXYDIG","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9932,"acc","Polygonaceae","Fagopyrum dibotrys (D. Don) H. Hara","Fagopyrum","dibotrys","(D. Don) H. Hara","","","","","",""," ","FAGDIB","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9933,"acc","Polygonaceae","Fagopyrum esculentum Moench","Fagopyrum","esculentum","Moench","","","","","",""," ","FAGESC","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9934,"acc","Polygonaceae","Fagopyrum tataricum (L.) Gaertn.","Fagopyrum","tataricum","(L.) Gaertn.","","","","","",""," ","FAGTAT","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9935,"acc","Polygonaceae","Polygonum plebeium R. Br.","Polygonum","plebeium","R. Br.","","","","","",""," ","POLPLE","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9936,"acc","Polygonaceae","Polygonum polyneuron Franch. et Sav.","Polygonum","polyneuron","Franch. et Sav.","","","","","",""," ","POLPOL5","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9937,"acc","Polygonaceae","Polygonum ramosissimum Michx.","Polygonum","ramosissimum","Michx.","","","","","",""," ","POLRAM","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9938,"acc","Polygonaceae","Polygonum argyrocoleon Steud. ex Kunze","Polygonum","argyrocoleon","Steud. ex Kunze","","","","","",""," ","POLARG","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9939,"acc","Polygonaceae","Polygonum aviculare L.","Polygonum","aviculare","L.","","","","","",""," ","POLAVI","?","?","?","?","?","?",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9940,"acc","Polygonaceae","Polygonum aviculare L. subsp. aviculare","Polygonum","aviculare","L.","subsp.","aviculare","","","",""," ","POLAVI1","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9941,"acc","Polygonaceae","Polygonum aviculare L. subsp. neglectum (Besser) Arcang.","Polygonum","aviculare","L.","subsp.","neglectum","(Besser) Arcang.","","",""," ","POLAVI2","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9942,"acc","Polygonaceae","Polygonum aviculare L. subsp. depressum (Meisn.) Arcang.","Polygonum","aviculare","L.","subsp.","depressum","(Meisn.) Arcang.","","",""," ","POLAVI3","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9943,"acc","Polygonaceae","Fallopia convolvulus (L.) A.Love","Fallopia","convolvulus","(L.) A.Love","","","","","",""," ","FALCON","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9944,"acc","Polygonaceae","Fallopia dumetorum (L.) Holub","Fallopia","dumetorum","(L.) Holub","","","","","",""," ","FALDUM","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9945,"acc","Polygonaceae","Fallopia dentatoalata (F. Schmidt) Holub","Fallopia","dentatoalata","(F. Schmidt) Holub","","","","","",""," ","FALDEN","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9946,"acc","Polygonaceae","Fallopia multiflora (Thunb.) Haraldson","Fallopia","multiflora","(Thunb.) Haraldson","","","","","",""," ","FALMUL","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9947,"acc","Polygonaceae","Fallopia baldschuanica (Regel) Holub","Fallopia","baldschuanica","(Regel) Holub","","","","","",""," ","FALBAL","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9948,"acc","Polygonaceae","Fallopia japonica (Houtt.) Ronse Decr.","Fallopia","japonica","(Houtt.) Ronse Decr.","","","","","",""," ","FALJAP","?","?","?","?","?","?",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9949,"acc","Polygonaceae","Fallopia japonica (Houtt.) Ronse Decr. var. japonica","Fallopia","japonica","(Houtt.) Ronse Decr.","var.","japonica","","","",""," ","FALJAP1","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9950,"acc","Polygonaceae","Fallopia forbesii (Hance) Yonek. et H.Ohashi","Fallopia","forbesii","(Hance) Yonek. et H.Ohashi","","","","","",""," ","FALFOR","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9951,"acc","Polygonaceae","Fallopia japonica (Houtt.) Ronse Decr. var. uzenensis (Honda) Yonek. et H.Ohashi","Fallopia","japonica","(Houtt.) Ronse Decr.","var.","uzenensis","(Honda) Yonek. et H.Ohashi","","",""," ","FALJAP2","GD","GD","GD","GD","BU","BU",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9952,"acc","Polygonaceae","Fallopia japonica (Houtt.) Ronse Decr. var. hachidyoensis (Makino) Yonek. et H.Ohashi","Fallopia","japonica","(Houtt.) Ronse Decr.","var.","hachidyoensis","(Makino) Yonek. et H.Ohashi","","",""," ","FALJAP3","BK","BK","BK","BK","GD","GD",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9953,"acc","Polygonaceae","Fallopia sachalinensis (F. Schmidt) Ronse Decr.","Fallopia","sachalinensis","(F. Schmidt) Ronse Decr.","","","","","",""," ","FALSAC","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9954,"acc","Polygonaceae","Fallopia x bohemica (Chrtek et Chrtkova) J.P.Bailey","Fallopia","x bohemica","(Chrtek et Chrtkova) J.P.Bailey","","","","","",""," ","FALXB","hyb","hyb","hyb","hyb","hyb","hyb",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9955,"acc","Polygonaceae","Bistorta suffulta (Maxim.) H.Gross","Bistorta","suffulta","(Maxim.) H.Gross","","","","","",""," ","BISSUF","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9956,"acc","Polygonaceae","Bistorta abukumensis Yonek., Iketsu et H.Ohashi","Bistorta","abukumensis","Yonek., Iketsu et H.Ohashi","","","","","",""," ","BISABU","BK","BK","BK","BK","BK","BK",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9957,"acc","Polygonaceae","Bistorta tenuicaulis (Bisset et S. Moore) Nakai","Bistorta","tenuicaulis","(Bisset et S. Moore) Nakai","","","","","",""," ","BISTEN","?!","?","?","?","?","?",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
"*"," ",9958,"acc","Polygonaceae","Bistorta tenuicaulis (Bisset et S. Moore) Nakai var. tenuicaulis","Bistorta","tenuicaulis","(Bisset et S. Moore) Nakai","var.","tenuicaulis","","","",""," ","BISTEN1","BU","BU","BU","BU","GN","BU",0,"Flora of Japan IIa","Polygonaceae","Polygonaceae","Caryophyllales",""
