tag,del,spnumber,taxstat,family,species,genus,sp1,author1,rank1,sp2,author2,rank2,sp3,author3,hybrid,spquick,star,star_geo,star_geod,star_geou,star_infa,star_infs,tdwgtotals,origin,kew_fam,apg_fam,apg_order,moss
"*"," ",19713,"acc","Cyperaceae","Carex filipes  var. tremula (Ohwi) Ohwi","Carex","filipes","","var.","tremula","(Ohwi) Ohwi","","",""," ","CARFIL4","BU/","BU","GN","GD","GN","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19714,"acc","Cyperaceae","Carex flabellata H.L?v. & Vaniot","Carex","flabellata","H.L?v. & Vaniot","","","","","",""," ","CARFLA","BU/","BU","GN","GD","BU","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19715,"acc","Cyperaceae","Carex flavocuspis Franch. & Sav.","Carex","flavocuspis","Franch. & Sav.","","","","","",""," ","CARFLA1","GN","GN","GN","GN","GN","GN",5,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19716,"acc","Cyperaceae","Carex foliosissima F. Schmidt","Carex","foliosissima","F. Schmidt","","","","","",""," ","CARFOL","GN","GN","GN","GN","GN","GN",2,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19717,"acc","Cyperaceae","Carex foliosissima  var. foliosissima","Carex","foliosissima","","var.","foliosissima","","","",""," ","CARFOL1","GN","GN","GN","GN","GN","GN",2,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19718,"acc","Cyperaceae","Carex foliosissima  var. latissima (Ohwi) Akiyama","Carex","foliosissima","","var.","latissima","(Ohwi) Akiyama","","",""," ","CARFOL2","BU/","BU","GN","GD","GN","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19719,"acc","Cyperaceae","Carex foliosissima  var. pallidivaginata J.Oda & Nagam.","Carex","foliosissima","","var.","pallidivaginata","J.Oda & Nagam.","","",""," ","CARFOL3","GN/","GN","GN","BU","GN","GN",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19720,"acc","Cyperaceae","Carex forficula Franch. & Sav.","Carex","forficula","Franch. & Sav.","","","","","",""," ","CARFOR","GN","GN","GN","GN","GN","GN",6,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19721,"acc","Cyperaceae","Carex fulta Franch.","Carex","fulta","Franch.","","","","","",""," ","CARFUL","BU/","BU","GN","GD","BU","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19722,"acc","Cyperaceae","Carex genkaiensis Ohwi","Carex","genkaiensis","Ohwi","","","","","",""," ","CARGEN","BU/","BU","GN","GD","BU","BU",2,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19723,"acc","Cyperaceae","Carex gibba Wahlenb.","Carex","gibba","Wahlenb.","","","","","",""," ","CARGIB","GN","GN","GN","GN","GN","GN",7,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19724,"acc","Cyperaceae","Carex gifuensis Franch.","Carex","gifuensis","Franch.","","","","","",""," ","CARGIF","BU/","BU","GN","GD","BU","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19725,"acc","Cyperaceae","Carex gmelinii Hook. & Arn.","Carex","gmelinii","Hook. & Arn.","","","","","",""," ","CARGME","GN","GN","GN","GN","GN","GN",12,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19726,"acc","Cyperaceae","Carex grallatoria Maxim.","Carex","grallatoria","Maxim.","","","","","",""," ","CARGRA","BU/","BU","GN","GD","BU","BU",2,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19727,"acc","Cyperaceae","Carex grallatoria  var. grallatoria","Carex","grallatoria","","var.","grallatoria","","","",""," ","CARGRA1","BU/","BU","GN","GD","GN","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19728,"acc","Cyperaceae","Carex grallatoria  var. heteroclita (Franch.) K?k. ex Matsum.","Carex","grallatoria","","var.","heteroclita","(Franch.) K?k. ex Matsum.","","",""," ","CARGRA2","BU/","BU","GN","GD","GN","BU",2,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19729,"acc","Cyperaceae","Carex gynocrates Wormsk.","Carex","gynocrates","Wormsk.","","","","","",""," ","CARGYN","GN","GN","GN","GN","GN","GN",39,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19730,"acc","Cyperaceae","Carex hachijoensis Akiyama","Carex","hachijoensis","Akiyama","","","","","",""," ","CARHAC","BK","BK","BK","BK","BK","BK",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19731,"acc","Cyperaceae","Carex hakkodensis Franch.","Carex","hakkodensis","Franch.","","","","","",""," ","CARHAK","GN","GN","GN","GN","GN","GN",3,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19732,"acc","Cyperaceae","Carex hakonemontana Katsuy.","Carex","hakonemontana","Katsuy.","","","","","",""," ","CARHAK1","GN/","GN","GN","BU","GN","GN",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19733,"acc","Cyperaceae","Carex hakonensis Franch. & Sav.","Carex","hakonensis","Franch. & Sav.","","","","","",""," ","CARHAK2","GN/","GN","GN","BU","GN","GN",2,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19734,"acc","Cyperaceae","Carex hashimotoi Ohwi","Carex","hashimotoi","Ohwi","","","","","",""," ","CARHAS","BU/","BU","GN","GD","BU","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19735,"acc","Cyperaceae","Carex heterolepis Bunge","Carex","heterolepis","Bunge","","","","","",""," ","CARHET","GN","GN","GN","GN","GN","GN",10,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19736,"acc","Cyperaceae","Carex hondoensis Ohwi","Carex","hondoensis","Ohwi","","","","","",""," ","CARHON","GD/","GD","BU","BK","GD","GD",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19737,"acc","Cyperaceae","Carex humilis Leyss.","Carex","humilis","Leyss.","","","","","",""," ","CARHUM","GN","GN","GN","GN","GN","GN",30,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19738,"acc","Cyperaceae","Carex humilis  var. humilis","Carex","humilis","","var.","humilis","","","",""," ","CARHUM1","GN","GN","GN","GN","GN","GN",29,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19739,"acc","Cyperaceae","Carex hymenodon Ohwi","Carex","hymenodon","Ohwi","","","","","",""," ","CARHYM","BK","BK","BK","BK","BK","BK",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19740,"acc","Cyperaceae","Carex idzuroei Franch. & Sav.","Carex","idzuroei","Franch. & Sav.","","","","","",""," ","CARIDZ","GN","GN","GN","GN","GN","GN",2,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19741,"acc","Cyperaceae","Carex impura Ohwi","Carex","impura","Ohwi","","","","","",""," ","CARIMP10","BK","BK","BK","BK","BK","BK",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19742,"acc","Cyperaceae","Carex incisa Boott","Carex","incisa","Boott","","","","","",""," ","CARINC1","BU/","BU","GN","GD","BU","BU",2,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19743,"acc","Cyperaceae","Carex insaniae Koidz.","Carex","insaniae","Koidz.","","","","","",""," ","CARINS","GN","GN","GN","GN","GN","GN",2,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19744,"acc","Cyperaceae","Carex insaniae  var. insaniae","Carex","insaniae","","var.","insaniae","","","",""," ","CARINS1","BU/","BU","GN","GD","GN","BU",2,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19745,"acc","Cyperaceae","Carex insaniae  var. papillaticulmis (Ohwi) Ohwi","Carex","insaniae","","var.","papillaticulmis","(Ohwi) Ohwi","","",""," ","CARINS2","BU/","BU","GN","GD","GN","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19746,"acc","Cyperaceae","Carex insaniae  var. subdita (Ohwi) Ohwi","Carex","insaniae","","var.","subdita","(Ohwi) Ohwi","","",""," ","CARINS3","BU/","BU","GN","GD","GN","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19747,"acc","Cyperaceae","Carex ischnostachya Steud.","Carex","ischnostachya","Steud.","","","","","",""," ","CARISC","GN","GN","GN","GN","GN","GN",5,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19748,"acc","Cyperaceae","Carex jacens C.B.Clarke","Carex","jacens","C.B.Clarke","","","","","",""," ","CARJAC","BU/","BU","GN","GD","BU","BU",2,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19749,"acc","Cyperaceae","Carex jackiana Boott","Carex","jackiana","Boott","","","","","",""," ","CARJAC1","GN","GN","GN","GN","GN","GN",12,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19750,"acc","Cyperaceae","Carex jackiana  var. macroglossa (Franch. & Sav.) K?k.","Carex","jackiana","","var.","macroglossa","(Franch. & Sav.) K?k.","","",""," ","CARJAC2","GN","GN","GN","GN","GN","GN",2,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19751,"acc","Cyperaceae","Carex jackiana  subsp. parciflora (Boott) K?k.","Carex","jackiana","","subsp.","parciflora","(Boott) K?k.","","",""," ","CARJAC3","GN","GN","GN","GN","GN","GN",4,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19752,"acc","Cyperaceae","Carex japonica Thunb.","Carex","japonica","Thunb.","","","","","",""," ","CARJAP3","GN","GN","GN","GN","GN","GN",9,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19753,"acc","Cyperaceae","Carex jubozanensis J.Oda & A.Tanaka","Carex","jubozanensis","J.Oda & A.Tanaka","","","","","",""," ","CARJUB","BU/","BU","GN","GD","BU","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19754,"acc","Cyperaceae","Carex kabanovii V.I.Krecz.","Carex","kabanovii","V.I.Krecz.","","","","","",""," ","CARKAB","BU/","BU","GN","GD","BU","BU",2,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19755,"acc","Cyperaceae","Carex kagoshimensis Tak.Shimizu","Carex","kagoshimensis","Tak.Shimizu","","","","","",""," ","CARKAG","BU/","BU","GN","GD","BU","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19756,"acc","Cyperaceae","Carex x kattaeana K.?k.","Carex","x kattaeana","K.?k.","","","","","",""," ","CARXK","hyb","hyb","hyb","hyb","hyb","hyb",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19757,"acc","Cyperaceae","Carex kiotensis Franch. & Sav.","Carex","kiotensis","Franch. & Sav.","","","","","",""," ","CARKIO","BU/","BU","GN","GD","BU","BU",2,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19758,"acc","Cyperaceae","Carex kobomugi Ohwi","Carex","kobomugi","Ohwi","","","","","",""," ","CARKOB","GN","GN","GN","GN","GN","GN",9,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19759,"acc","Cyperaceae","Carex koyaensis J.Oda & Nagam.","Carex","koyaensis","J.Oda & Nagam.","","","","","",""," ","CARKOY","BU/","BU","GN","GD","BU","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19760,"acc","Cyperaceae","Carex koyaensis  var. koyaensis","Carex","koyaensis","","var.","koyaensis","","","",""," ","CARKOY1","BU/","BU","GN","GD","GN","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19761,"acc","Cyperaceae","Carex koyaensis  var. yakushimensis Katsuy. & J.Oda","Carex","koyaensis","","var.","yakushimensis","Katsuy. & J.Oda","","",""," ","CARKOY2","BK","BK","BK","BK","GD","GD",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19762,"acc","Cyperaceae","Carex kujuzana Ohwi","Carex","kujuzana","Ohwi","","","","","",""," ","CARKUJ","BK","BK","BK","BK","BK","BK",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19763,"acc","Cyperaceae","Carex lachenalii Schkuhr","Carex","lachenalii","Schkuhr","","","","","",""," ","CARLAC","GN","GN","GN","GN","GN","GN",52,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19764,"acc","Cyperaceae","Carex lachenalii  subsp. lachenalii","Carex","lachenalii","","subsp.","lachenalii","","","",""," ","CARLAC1","GN","GN","GN","GN","GN","GN",49,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19765,"acc","Cyperaceae","Carex laevissima Nakai","Carex","laevissima","Nakai","","","","","",""," ","CARLAE","GN","GN","GN","GN","GN","GN",5,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19766,"acc","Cyperaceae","Carex lanceolata Boott in M.C.Perry","Carex","lanceolata","Boott in M.C.Perry","","","","","",""," ","CARLAN","GN","GN","GN","GN","GN","GN",15,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19767,"acc","Cyperaceae","Carex lanceolata  var. lanceolata","Carex","lanceolata","","var.","lanceolata","","","",""," ","CARLAN1","GN","GN","GN","GN","GN","GN",13,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19768,"acc","Cyperaceae","Carex lanceolata  var. laxa Ohwi","Carex","lanceolata","","var.","laxa","Ohwi","","",""," ","CARLAN2","GN","GN","GN","GN","GN","GN",3,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19769,"acc","Cyperaceae","Carex lanceolata  var. subpediformis K?k.","Carex","lanceolata","","var.","subpediformis","K?k.","","",""," ","CARLAN3","GN","GN","GN","GN","GN","GN",6,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19770,"acc","Cyperaceae","Carex lasiocarpa Ehrh.","Carex","lasiocarpa","Ehrh.","","","","","",""," ","CARLAS","GN","GN","GN","GN","GN","GN",74,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19771,"acc","Cyperaceae","Carex lasiocarpa  var. occultans (Franch.) K?k.","Carex","lasiocarpa","","var.","occultans","(Franch.) K?k.","","",""," ","CARLAS1","GN","GN","GN","GN","GN","GN",4,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19772,"acc","Cyperaceae","Carex lasiolepis Franch.","Carex","lasiolepis","Franch.","","","","","",""," ","CARLAS2","GN/","GN","GN","BU","GN","GN",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19773,"acc","Cyperaceae","Carex laticeps C.B.Clarke ex Franch.","Carex","laticeps","C.B.Clarke ex Franch.","","","","","",""," ","CARLAT","GN","GN","GN","GN","GN","GN",4,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19774,"acc","Cyperaceae","Carex latisquamea Kom.","Carex","latisquamea","Kom.","","","","","",""," ","CARLAT1","GN","GN","GN","GN","GN","GN",4,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19775,"acc","Cyperaceae","Carex laxa Wahlenb.","Carex","laxa","Wahlenb.","","","","","",""," ","CARLAX2","GN","GN","GN","GN","GN","GN",12,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19776,"acc","Cyperaceae","Carex leavenworthii Dewey","Carex","leavenworthii","Dewey","","","","","",""," ","CARLEA","GN","GN","GN","GN","GN","GN",29,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19777,"acc","Cyperaceae","Carex lehmannii Drejer","Carex","lehmannii","Drejer","","","","","",""," ","CARLEH","GN","GN","GN","GN","GN","GN",8,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19778,"acc","Cyperaceae","Carex lenta D. Don","Carex","lenta","D. Don","","","","","",""," ","CARLEN","GN","GN","GN","GN","GN","GN",18,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19779,"acc","Cyperaceae","Carex ligulata Nees","Carex","ligulata","Nees","","","","","",""," ","CARLIG","GN","GN","GN","GN","GN","GN",9,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19780,"acc","Cyperaceae","Carex limosa L.","Carex","limosa","L.","","","","","",""," ","CARLIM","GN","GN","GN","GN","GN","GN",84,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19781,"acc","Cyperaceae","Carex lithophila Turcz.","Carex","lithophila","Turcz.","","","","","",""," ","CARLIT","GN","GN","GN","GN","GN","GN",14,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19782,"acc","Cyperaceae","Carex livida (Wahlenb.) Willd.","Carex","livida","(Wahlenb.) Willd.","","","","","",""," ","CARLIV","GN","GN","GN","GN","GN","GN",43,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19783,"acc","Cyperaceae","Carex loliacea L.","Carex","loliacea","L.","","","","","",""," ","CARLOL","GN","GN","GN","GN","GN","GN",34,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19784,"acc","Cyperaceae","Carex longirostrata C.A.Mey.","Carex","longirostrata","C.A.Mey.","","","","","",""," ","CARLON1","GN","GN","GN","GN","GN","GN",8,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19785,"acc","Cyperaceae","Carex longirostrata  var. longirostrata","Carex","longirostrata","","var.","longirostrata","","","",""," ","CARLON2","GN","GN","GN","GN","GN","GN",7,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19786,"acc","Cyperaceae","Carex longirostrata  var. pallida (Kitag.) Ohwi","Carex","longirostrata","","var.","pallida","(Kitag.) Ohwi","","",""," ","CARLON3","GN","GN","GN","GN","GN","GN",3,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19787,"acc","Cyperaceae","Carex lyngbyei Hornem.","Carex","lyngbyei","Hornem.","","","","","",""," ","CARLYN","GN","GN","GN","GN","GN","GN",15,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19788,"acc","Cyperaceae","Carex maackii Maxim.","Carex","maackii","Maxim.","","","","","",""," ","CARMAA","GN","GN","GN","GN","GN","GN",6,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19789,"acc","Cyperaceae","Carex mackenziei V.I.Krecz.","Carex","mackenziei","V.I.Krecz.","","","","","",""," ","CARMAC4","GN","GN","GN","GN","GN","GN",29,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19790,"acc","Cyperaceae","Carex macrandrolepis H.L?v. & Vaniot","Carex","macrandrolepis","H.L?v. & Vaniot","","","","","",""," ","CARMAC5","GN","GN","GN","GN","GN","GN",4,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19791,"acc","Cyperaceae","Carex macrocephala Willd. ex Spreng.","Carex","macrocephala","Willd. ex Spreng.","","","","","",""," ","CARMAC6","GN","GN","GN","GN","GN","GN",8,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19792,"acc","Cyperaceae","Carex maculata Boott","Carex","maculata","Boott","","","","","",""," ","CARMAC7","GN","GN","GN","GN","GN","GN",19,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19793,"acc","Cyperaceae","Carex maculata  var. maculata","Carex","maculata","","var.","maculata","","","",""," ","CARMAC8","GN","GN","GN","GN","GN","GN",19,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19794,"acc","Cyperaceae","Carex magellanica Lam.","Carex","magellanica","Lam.","","","","","",""," ","CARMAG","GN","GN","GN","GN","GN","GN",67,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19795,"acc","Cyperaceae","Carex magellanica  subsp. irrigua (Wahlenb.) Hiitonen","Carex","magellanica","","subsp.","irrigua","(Wahlenb.) Hiitonen","","",""," ","CARMAG1","GN","GN","GN","GN","GN","GN",63,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19796,"acc","Cyperaceae","Carex makinoensis Franch.","Carex","makinoensis","Franch.","","","","","",""," ","CARMAK","BU/","BU","GN","GD","BU","BU",3,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19797,"acc","Cyperaceae","Carex matsumurae Franch.","Carex","matsumurae","Franch.","","","","","",""," ","CARMAT2","BU/","BU","GN","GD","BU","BU",2,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19798,"acc","Cyperaceae","Carex maximowiczii Miq.","Carex","maximowiczii","Miq.","","","","","",""," ","CARMAX1","GN","GN","GN","GN","GN","GN",6,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19799,"acc","Cyperaceae","Carex mayebarana Ohwi","Carex","mayebarana","Ohwi","","","","","",""," ","CARMAY","BU/","BU","GN","GD","BU","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19800,"acc","Cyperaceae","Carex melanocarpa Cham. ex Trautv.","Carex","melanocarpa","Cham. ex Trautv.","","","","","",""," ","CARMEL","GN","GN","GN","GN","GN","GN",7,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19801,"acc","Cyperaceae","Carex meridiana Akiyama","Carex","meridiana","Akiyama","","","","","",""," ","CARMER","GN/","GN","GN","BU","GN","GN",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19802,"acc","Cyperaceae","Carex mertensii Prescott ex Bong.","Carex","mertensii","Prescott ex Bong.","","","","","",""," ","CARMER1","GN","GN","GN","GN","GN","GN",10,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19803,"acc","Cyperaceae","Carex mertensii  var. urostachys (Franch.) K?k.","Carex","mertensii","","var.","urostachys","(Franch.) K?k.","","",""," ","CARMER2","BU/","BU","GN","GD","GN","BU",2,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19804,"acc","Cyperaceae","Carex metallica H.L?v.","Carex","metallica","H.L?v.","","","","","",""," ","CARMET","GN","GN","GN","GN","GN","GN",5,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19805,"acc","Cyperaceae","Carex meyeriana Kunth","Carex","meyeriana","Kunth","","","","","",""," ","CARMEY","GN","GN","GN","GN","GN","GN",13,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19806,"acc","Cyperaceae","Carex michauxiana Boeckeler","Carex","michauxiana","Boeckeler","","","","","",""," ","CARMIC2","GN","GN","GN","GN","GN","GN",22,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19807,"acc","Cyperaceae","Carex michauxiana  subsp. asiatica Hult?n","Carex","michauxiana","","subsp.","asiatica","Hult?n","","",""," ","CARMIC3","GN","GN","GN","GN","GN","GN",5,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19808,"acc","Cyperaceae","Carex micropoda C.A.Mey.","Carex","micropoda","C.A.Mey.","","","","","",""," ","CARMIC4","GN","GN","GN","GN","GN","GN",19,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19809,"acc","Cyperaceae","Carex middendorffii F. Schmidt","Carex","middendorffii","F. Schmidt","","","","","",""," ","CARMID","GN","GN","GN","GN","GN","GN",6,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19810,"acc","Cyperaceae","Carex middendorffii  var. kirigaminensis (Ohwi) Ohwi","Carex","middendorffii","","var.","kirigaminensis","(Ohwi) Ohwi","","",""," ","CARMID1","GN/","GN","GN","BU","GN","GN",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19811,"acc","Cyperaceae","Carex middendorffii  var. middendorffii","Carex","middendorffii","","var.","middendorffii","","","",""," ","CARMID2","GN","GN","GN","GN","GN","GN",6,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19812,"acc","Cyperaceae","Carex mira K?k.","Carex","mira","K?k.","","","","","",""," ","CARMIR","BU/","BU","GN","GD","BU","BU",2,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19813,"acc","Cyperaceae","Carex mitrata Franch.","Carex","mitrata","Franch.","","","","","",""," ","CARMIT","GN","GN","GN","GN","GN","GN",6,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19814,"acc","Cyperaceae","Carex mitrata  var. aristata Ohwi","Carex","mitrata","","var.","aristata","Ohwi","","",""," ","CARMIT1","GN","GN","GN","GN","GN","GN",4,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19815,"acc","Cyperaceae","Carex mitrata  var. mitrata","Carex","mitrata","","var.","mitrata","","","",""," ","CARMIT2","GN","GN","GN","GN","GN","GN",4,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19816,"acc","Cyperaceae","Carex miyabei Franch.","Carex","miyabei","Franch.","","","","","",""," ","CARMIY","GN","GN","GN","GN","GN","GN",2,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19817,"acc","Cyperaceae","Carex miyabei  var. miyabei","Carex","miyabei","","var.","miyabei","","","",""," ","CARMIY1","GN/","GN","GN","BU","GN","GN",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19818,"acc","Cyperaceae","Carex mochomuensis Katsuy.","Carex","mochomuensis","Katsuy.","","","","","",""," ","CARMOC","BK","BK","BK","BK","BK","BK",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19819,"acc","Cyperaceae","Carex mollicula Boott","Carex","mollicula","Boott","","","","","",""," ","CARMOL","GN","GN","GN","GN","GN","GN",5,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19820,"acc","Cyperaceae","Carex x moriyoshiensis Fujiw. & Y.Matsuda","Carex","x moriyoshiensis","Fujiw. & Y.Matsuda","","","","","",""," ","CARXM","hyb","hyb","hyb","hyb","hyb","hyb",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19821,"acc","Cyperaceae","Carex morrowii Boott in M.C.Perry","Carex","morrowii","Boott in M.C.Perry","","","","","",""," ","CARMOR","BU/","BU","GN","GD","BU","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19822,"acc","Cyperaceae","Carex morrowii  var. laxa Ohwi","Carex","morrowii","","var.","laxa","Ohwi","","",""," ","CARMOR1","BK","BK","BK","BK","GD","GD",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19823,"acc","Cyperaceae","Carex morrowii  var. morrowii","Carex","morrowii","","var.","morrowii","","","",""," ","CARMOR2","BU/","BU","GN","GD","GN","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
"*"," ",19824,"acc","Cyperaceae","Carex morrowii  var. temnolepis (Franch.) Ohwi","Carex","morrowii","","var.","temnolepis","(Franch.) Ohwi","","",""," ","CARMOR3","BU/","BU","GN","GD","GN","BU",1,"Kew WCSP","Cyperaceae","Cyperaceae","Poales",""
